"Genus"	"Subgenus"	"Section"	"Series"	"Subseries"	"Species"	"Subspecies"	"NativeRange"	"DN_Observed"	"DN_Collected"	"CCA_Status"	"Synonyms"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus scoparia (Wallangarra white gum, willow gum)"	""	"Qld,NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus benthamii (Camden white gum)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus dorrigoensis (Dorrigo white gum)"	""	"NSW"	"O"	"C"	"G(1)"	"E. benthamii var. dorrigoensis"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus macarthurii (Camden woollybutt)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Idiogenes"	""	""	""	"Eucalyptus cloeziana (Gympie messmate)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"‘Primitiva’ ms"	""	""	"Eucalyptus rubiginosa (false mahogany)"	""	"Qld"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus helidonica (Helidon mahogany)"	""	"Qld"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus acmenoides (white mahogany)"	""	"NSW,Qld"	"O"	"C"	"G(3)m"	"E. contracta, E. uvida"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus portuensis (Whitsunday mahogany)"	""	"Qld"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus mediocris (inland white mahogany)"	""	"Qld"	"O"	"C"	"G(2)"	"E. irritans, E. sp. MM in Brooker & Kleinig 1994"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus apothalassica (inland white mahogany)"	""	"Qld,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus psammitica (bastard white mahogany)"	""	"NSW,Qld?"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus carnea (broad-leaved white mahogany)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	"E. umbra subsp. carnea"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus umbra (broad-leaved white mahogany)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"White-mahoganies (white mahoganies)"	""	"Eucalyptus latisinensis (broad-leaved white mahogany)"	""	"Qld"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pseudostringybarks"	""	"Eucalyptus pyrocarpa (large-fruited blackbutt)"	""	"NSW"	"O"	"C"	"G(1)"	"E. pilularis var. pyriformis"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pseudostringybarks"	""	"Eucalyptus pilularis (blackbutt)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Regnantes"	""	"Eucalyptus fastigata (brown barrel)"	""	"NSW,Vic"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Regnantes"	""	"Eucalyptus regnans (mountain ash, swamp gum)"	""	"Tas,Vic"	"O"	"C"	"G(3)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	""	"Eucalyptus obliqua (messmate stringybark)"	""	"NSW,Vic,Tas,SA,Qld"	"O"	"C"	"G(2)m"	"E. obliqua var. megacarpa"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus muelleriana (yellow stringybark)"	""	"NSW,Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus laevopinea (silvertop stringybark)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus mackintii (Orbost stringybark)"	""	"Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus macrorhyncha"	""	""	""	""	""	""
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus macrorhyncha"	"subsp. cannonii (Capertee stringybark)"	"NSW"	"O"	"C"	"G(1)m"	"E. cannonii"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus macrorhyncha"	"subsp. macrorhyncha (red stringybark)"	"NSW,Vic,SA"	"O"	"C"	"G(2)m"	"E. stannicola"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"?Eucalyptus prominula (Bucketty stringybark)"	""	"NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. youmanii)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus youmanii (Youman’s stringybark)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	"E. subtilior"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus williamsiana (large-leaved stringybark)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus cameronii (Diehard stringybark)"	""	"NSW,Qld"	"O"	"C"	"G(2)"	"E. mensalis"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus mckieana (McKie’s stringybark)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus tenella (narrow-leaved stringybark)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus ligustrina (privet-leaved stringybark)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus sparsifolia (narrow-leaved stringybark)"	""	"NSW"	"O"	"C"	"G(4)m"	"E. ralla"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus globoidea (white stringybark)"	""	"NSW,Vic?"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"?Eucalyptus yangoura (white stringybark)"	""	"Vic,NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. globoidea)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"?Eucalyptus oblonga (twisted stringybark)"	""	"NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. globoidea)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus imitans (Illawarra stringybark)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus conglomerata (swamp stringybark)"	""	"Qld"	"O"	"C"	"– (1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus tindaliae (Queensland white stringybark)"	""	"Qld,NSW"	"O"	"C"	"G(3)m"	"E. phaeotricha, E. sp. Glasshouse Mountains (Bean 782), E. ‘curta’ ms"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"?Eucalyptus reducta (northern stringybark)"	""	"Qld"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. tindaliae)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus caliginosa (broad-leaved stringybark)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"?Eucalyptus erosa (Carnarvon stringybark)"	""	"Qld"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. eugenioides), E. sp. Mt Moffatt HS (Blaxell 1883 & Johnson)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus eugenioides (thin-leaved stringybark)"	""	"NSW,Qld,Vic"	"O"	"C"	"G(2)m"	"E. nigra"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus expressa (prickly-fruited stringybark)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus blaxlandii (Blaxland’s stringybark)"	""	"NSW"	"O"	"C"	"G(4)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus subcaerulea (Cooraldooral stringybark)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus agglomerata (blue-leaved stringybark)"	""	"NSW,Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus capitellata (brown stringybark)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus bensonii (Benson’s stringybark)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae (stringybarks)"	""	"Eucalyptus camfieldii (heart-leaved stringybark)"	""	"NSW"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae"	""	"Eucalyptus aurifordina (goldfields stringybark)"	""	"Vic"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae"	""	"Eucalyptus arenacea (desert stringybark)"	""	"SA,Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae"	""	"Eucalyptus baxteri (brown stringybark)"	""	"Vic,SA,NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae"	""	"Eucalyptus victoriana (Victoria Range stringybark)"	""	"Vic"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae"	""	"Eucalyptus serraensis (Serra Range stringybark)"	""	"Vic"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae"	""	"Eucalyptus verrucata (Grampians gum)"	""	"Vic"	"O"	"C"	"G(3)m"	"E. verrucosa"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae"	""	"[Eucalyptus × alpina (Grampians gum)]"	""	"Vic"	"O"	"C"	"G(1)"	"= E. baxteri – E. serraensis intergrade"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pachyphloiae"	""	"[Eucalyptus × conjuncta (Murrurundi stringybark)]"	""	"NSW"	"–"	"–"	"–"	"= E. eugenioides × E. sparsifolia hybrid"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Olsenianae"	""	"Eucalyptus boliviana (Bolivia Hill stringybark)"	""	"NSW"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Olsenianae"	""	"Eucalyptus deuaensis (Mongamulla mallee)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Olsenianae"	""	"Eucalyptus olsenii (Woila gum)"	""	"NSW"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae (mallee ashes)"	"sub Irregulares"	"Eucalyptus langleyi (green mallee ash)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae (mallee ashes)"	"sub Irregulares"	"Eucalyptus triflora (Pigeon House ash)"	""	"NSW"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae (mallee ashes)"	"sub Irregulares"	"Eucalyptus dendromorpha (Budawang ash)"	""	"NSW"	"O"	"C"	"G(2)m"	"E. obtusiflora var. dendromorpha"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae (mallee ashes)"	"sub Irregulares"	"Eucalyptus burgessiana (Faulconbridge mallee ash)"	""	"NSW"	"O"	"C"	"G(3)m"	"E. obstans"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae (mallee ashes)"	"sub Irregulares"	"?Eucalyptus spectatrix (Bega mallee ash)"	""	"NSW"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. stricta)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae (mallee ashes)"	"sub Irregulares"	"Eucalyptus stricta (Blue Mountains mallee ash)"	""	"NSW"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae (mallee ashes)"	"sub Irregulares"	"Eucalyptus apiculata (narrow-leaved mallee ash)"	""	"NSW"	"O"	"C"	"G(2)m"	"E. laophila"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae"	"sub Regulares"	"Eucalyptus cunninghamii (cliff mallee ash)"	""	"NSW"	"O"	"C"	"G(3)"	"E. rupicola, E. microphylla"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae"	"sub Regulares"	"Eucalyptus approximans (Barren Mountain mallee)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae"	"sub Regulares"	"Eucalyptus microcodon (mallee ash)"	""	"Qld,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae"	"sub Regulares"	"Eucalyptus codonocarpa (bell-fruited mallee ash)"	""	"NSW,Qld"	"O"	"C"	"G(3)"	"E. approximans subsp. codonocarpa"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae"	"sub Regulares"	"Eucalyptus paliformis (Wadbilliga ash)"	""	"NSW"	"O"	"C"	"– (1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Strictae"	"sub Regulares"	"Eucalyptus kybeanensis (Kybean mallee ash)"	""	"Vic,NSW"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Longitudinales (sallees)"	""	"Eucalyptus mitchelliana (Mount Buffalo sallee)"	""	"Vic"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Longitudinales (sallees)"	""	"Eucalyptus stellulata (black sallee)"	""	"NSW,Vic"	"O"	"C"	"G(2)m"	"E. forresterae"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Longitudinales (sallees)"	""	"Eucalyptus moorei"	""	""	""	""	""	""
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Longitudinales (sallees)"	""	"Eucalyptus moorei"	"subsp. ‘latiuscula’ ms (Wadbilliga sallee)"	"NSW"	"O"	"C"	"G(1)"	"E. latiuscula, E. moorei var. latiuscula"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Longitudinales (sallees)"	""	"Eucalyptus moorei"	"subsp. moorei (little sallee)"	"NSW"	"O"	"C"	"G(4)m"	"E. copulans, E. dissita"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Longitudinales (sallees)"	""	"Eucalyptus moorei"	"subsp. serpentinicola (Mooning Ground sallee)"	"NSW"	"O"	"C"	"G(1)m"	"E. serpentinicola"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Longitudinales (sallees)"	""	"[Eucalyptus × phoenix (Brumby mallee gum)]"	""	"Vic"	"O"	"C"	"G(1)"	"Dubious species (probable hybrid involving E. kybeanensis)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus elata (river peppermint)"	""	"Vic,NSW"	"O"	"C"	"G(4)m"	"E. ornans"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus croajingolensis (Gippsland peppermint)"	""	"Vic,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus robertsonii (Robertson’s peppermint)"	""	"NSW"	"O"	"C"	"G(2)m"	"E. radiata subsp. robertsonii"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus radiata (narrow-leaved peppermint)"	""	""	""	""	""	""
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus radiata (narrow-leaved peppermint)"	"subsp. radiata"	"NSW,Vic,Tas"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus radiata (narrow-leaved peppermint)"	"subsp. sejuncta"	"NSW,Qld"	"O"	"C"	"G(1)"	"E. radiata var. subplatyphylla"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus dives (broad-leaved peppermint)"	""	"NSW,Vic"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus willisii (Promontory peppermint)"	""	"Vic,Tas?"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus arenicola (South Gippsland peppermint)"	""	"Vic"	"O"	"C"	"G(2)m"	"E. sp. ‘Gippsland Lakes’"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus falciformis (western peppermint)"	""	"Vic,SA"	"O"	"C"	"G(2)m"	"E. willisii subsp. falciformis"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"?Eucalyptus molyneuxii (Little Desert peppermint)"	""	"Vic"	"O"	"C"	"G(3)"	"Dubious species (possibly = E. falciformis)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus pulchella (white peppermint)"	""	"Tas"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus amygdalina (black peppermint)"	""	"Tas"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus nitida (west coast peppermint)"	""	"Tas"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus nebulosa (serpentine peppermint)"	""	"Tas"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus coccifera (snow peppermint)"	""	"Tas"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus tenuiramis (silver peppermint)"	""	"Tas"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"Eucalyptus risdonii (Risdon peppermint)"	""	"Tas"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"[Eucalyptus × ambigua]"	""	"Tas"	"O"	"–"	"–"	"= E. nitida – E. tenuiramis intergrade"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Radiatae (peppermints)"	""	"[Eucalyptus × robertsonii subsp. hemispherica]"	""	"NSW"	"O"	"–"	"–"	"= E. dives × E. robertsonii hybrid"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus lacrimans (weeping snow gum)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus pauciflora"	""	""	""	""	""	""
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus pauciflora"	"subsp. hedraia (Falls Creek snow gum)"	"Vic"	"O"	"C"	"G(3)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus pauciflora"	"subsp. debeuzevillei (Jounama snow gum)"	"NSW"	"O"	"C"	"– (1)"	"E. debeuzevillei"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus pauciflora"	"subsp. niphophila (alpine snow gum)"	"NSW,Vic"	"O"	"C"	"G(3)"	"E. niphophila"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus pauciflora"	"subsp. acerina (Baw Baw snow gum)"	"Vic"	"O"	"C"	"– (1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus pauciflora"	"subsp. pauciflora (snow gum)"	"NSW,Vic,Tas,SA,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus pauciflora"	"?subsp. parvifructa (Mount William snow gum)"	"Vic"	"O"	"C"	"G(2)"	"Dubious subspecies (possibly = subsp. pauciflora)"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Pauciflorae (snow gums)"	""	"Eucalyptus gregsoniana (dwarf snow gum)"	""	"NSW"	"O"	"C"	"G(1)m"	"E. pauciflora var. nana"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Fraxinales"	""	"Eucalyptus luehmanniana (yellow-topped mallee ash)"	""	"NSW"	"O"	"C"	"G(3)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Fraxinales"	""	"Eucalyptus fraxinoides (white ash)"	""	"NSW,Vic"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Fraxinales"	""	"Eucalyptus oreades (Blue Mountains ash)"	""	"NSW,Qld"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Fraxinales"	""	"Eucalyptus delegatensis (alpine ash)"	""	"Vic,NSW"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Fraxinales"	""	"Eucalyptus ‘tasmaniensis’ ms (gum-topped stringybark)"	""	"Tas"	"O"	"C"	"G(2)"	"E. delegatensis subsp. tasmaniensis"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Fraxinales"	""	"Eucalyptus sphaerocarpa (Blackdown stringybark)"	""	"Qld"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Planchonianae"	""	"Eucalyptus planchoniana (needlebark)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Considenianae"	"Eucalyptus sieberi (silvertop ash)"	""	"NSW,Vic,Tas"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Considenianae"	"Eucalyptus consideniana (yertchuk)"	""	"Vic,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Considenianae"	"Eucalyptus multicaulis (whipstick mallee ash)"	""	"NSW"	"O"	"C"	"G(3)"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Considenianae"	"Eucalyptus remota (Kangaroo Island mallee ash)"	""	"SA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Considenianae"	"Eucalyptus andrewsii (New England blackbutt)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Considenianae"	"Eucalyptus campanulata (New England blackbutt)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	"E. montivaga, E. andrewsii subsp. campanulata"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Considenianae"	"Eucalyptus olida (strawberry gum)"	""	"NSW"	"O"	"C"	"– (1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Haemastomae (scribbly gums)"	"Eucalyptus haemastoma (Sydney scribbly gum)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Haemastomae (scribbly gums)"	"Eucalyptus racemosa (scribbly gum)"	""	"Qld,NSW"	"O"	"C"	"G(2)m"	"E. sclerophylla, E. signata"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Psathyroxyla"	"sub Haemastomae (scribbly gums)"	"Eucalyptus rossii (inland scribbly gum)"	""	"NSW"	"O"	"C"	"G(2)m"	"E. racemosa subsp. rossii"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Stenostomae"	""	"Eucalyptus stenostoma (Jillaga ash)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Piperitales"	""	"Eucalyptus piperita"	""	""	""	""	""	""
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Piperitales"	""	"Eucalyptus piperita"	"subsp. urceolaris (urn-fruited peppermint)"	"NSW"	"O"	"C"	"G(2)"	"E. urceolaris"
"Eucalyptus"	"Eucalyptus"	"Eucalyptus"	"Piperitales"	""	"Eucalyptus piperita"	"subsp. piperita (Sydney peppermint)"	"NSW"	"O"	"C"	"G(1)m"	
