"Genus"	"Subgenus"	"Section"	"Series"	"Subseries"	"Species"	"Subspecies"	"NativeRange"	"DN_Observed"	"DN_Collected"	"CCA_Status"	"Synonyms"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus fraseri"	"subsp. fraseri (Balladonia gum)"	"WA"	"O"	"C"	"G(3)m"	"E. conglobata subsp. fraseri Brooker"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus fraseri"	"subsp. melanobasis (Fraser Range blackbutt)"	"WA"	"O"	"C"	"G(2)m"	"E. fraseri subsp. ‘blackbutt’ in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus calcareana (Nundroo mallee)"	""	"SA,WA"	"O"	"C"	"G(5)m"	"E. sp. Triangolensis (Blaxell 2059 & Johnson)"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus dumosa (white mallee)"	""	"SA,NSW,Vic"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus percostata (rib-capped mallee)"	""	"SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus cyanophylla (blue-leaved mallee)"	""	"SA,Vic,NSW?"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus cretata (Darke Peak mallee)"	""	"SA"	"O"	"C"	"G(2)m"	"E. sp. V in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus pterocarpa"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus frenchiana (French’s mallet)"	""	"WA"	"O"	"C"	"G(2)m"	"E. sp. Lake Johnston (Nicolle & French 3663)"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus lesouefii (goldfields blackbutt)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus clelandii (Cleland’s blackbutt)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus striaticalyx (Cue York gum)"	""	"WA"	"O"	"C"	"G(2)m"	"E. striaticalyx subsp. delicata"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus gypsophila (kopi mallee)"	""	"SA,WA"	"O"	"C"	"G(3)m"	"E. infracorticata"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus repullulans (chryoprase mallee)"	""	"WA,SA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus canescens"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus canescens"	"subsp. canescens (Ooldea Range mallee)"	"SA,WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus canescens"	"subsp. beadellii (Beadell’s mallee)"	"SA,WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus argutifolia (Yanchep mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus sp. Quobba (Nicolle 1179)"	""	"WA"	"O"	"C"	"–"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus obtusiflora"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus obtusiflora"	"subsp. obtusiflora"	"WA"	"O"	"C"	"G(2)m"	"E. obtusiflora subsp. cowcowensis"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus obtusiflora"	"subsp. dongarraensis (Dongara mallee)"	"WA"	"O"	"C"	"G(1)m"	"E. dongarraensis"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus wubinensis (Wubin mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus sp. North Balladonia (Nicolle & French 3620)"	""	"WA"	"O"	"C"	"G(3)m"	"E. sp. Zanthus (Davis 10360), E. ‘bolida’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus sheathiana (ribbon-barked mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus vittata (ribbon-barked mallet)"	""	"WA"	"O"	"C"	"G(3)m"	"E. sp. Southern Goldfields (Nicolle & French 3652)"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus assimilans (Balladonia ribbon gum)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus georgei"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus georgei"	"subsp. georgei (Hyden blue gum)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus georgei"	"subsp. fulgida"	"WA"	"O"	"C"	"G(1)m"	"E. ‘fulgida’ ms in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"Eucalyptus woodwardii (lemon-flowered gum)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"[Eucalyptus × macmahonii]"	""	"Vic"	"O"	"C"	"G(1)m"	"= E. phenax subsp. phenax × E. wimmerensis hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"[Eucalyptus × redimiculifera]"	""	"WA"	"O"	"C"	"G(1)m"	"= E. spreta – E. vittata intergrade"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Rufispermae"	""	"[Eucalyptus × yumbarrana subsp. striata]"	""	"SA"	"O"	"C"	"–"	"= E. canescens subsp. canescens × E. vokesensis hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus cyclostoma"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus exigua (flat-budded mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus comitae-vallis (Cowcowing mallee)"	""	"WA"	"O"	"C"	"G(2)m"	"E. brachycorys"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus cylindrocarpa (woodline mallee)"	""	"WA"	"O"	"C"	"G(3)m"	"E. ‘leioclada’ ms in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus oraria (ooragmandee)"	""	"WA"	"O"	"C"	"G(3)m"	"E. tamala"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus baudiniana (Baudin’s gum)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus ovularis (small-fruited mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus aequioperta (Welcome Hill gum)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus myriadena (small-fruited gum)"	""	"WA"	"O"	"C"	"G(3)m"	"E. myriadena subsp. parviflora"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Ovulares"	""	"Eucalyptus sp. Dartmoor (Nicolle & French 5585) (Dartmoor gum)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Inclusae"	""	""	"Eucalyptus diversicolor (karri)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Sejunctae (sugar gums)"	""	""	"Eucalyptus cladocalyx"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Sejunctae (sugar gums)"	""	""	"Eucalyptus cladocalyx"	"subsp. cladocalyx (bushy sugar gum)"	"SA"	"O"	"C"	"G(1)m"	"E. cladocalyx var. nana"
"Eucalyptus"	"Symphyomyrtus"	"Sejunctae (sugar gums)"	""	""	"Eucalyptus cladocalyx"	"subsp. crassa (Kangaroo Island sugar gum)"	"SA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Sejunctae (sugar gums)"	""	""	"Eucalyptus cladocalyx"	"subsp. petila (Flinders Ranges sugar gum)"	"SA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Domesticae"	""	""	"Eucalyptus brachyandra (tropical red box)"	""	"WA,NT"	"O"	"C"	"– (1)"	
"Eucalyptus"	"Symphyomyrtus"	"Domesticae"	""	""	"Eucalyptus raveretiana (black ironbox)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Domesticae"	""	""	"Eucalyptus howittiana (Howitt’s box)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Equatoria (rainbow gums)"	""	""	"Eucalyptus binacag (Mindanao gum)"	""	"Phil,PNG"	"–"	"–"	"G(1)"	"E. multiflora"
"Eucalyptus"	"Symphyomyrtus"	"Equatoria (rainbow gums)"	""	""	"Eucalyptus deglupta (rainbow gum)"	""	"Indo,PNG"	"–"	"–"	"– (2)"	"E. naudiniana, E. schlechteri, E. versicolor, E. sarassa"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus patellaris (weeping box)"	""	"NT"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus leptophleba (Molloy red box)"	""	"Qld,PNG"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus oligantha (broad-leaved box)"	""	"NT,WA"	"O"	"C"	"G(4)"	"E. oligantha subsp. modica, E. fitzgeraldii"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus koolpinensis (Koolpin box)"	""	"NT"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus chlorophylla (northern green box)"	""	"NT,Qld,WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus leucophylla (tropical box)"	""	"Qld,WA,NT"	"O"	"C"	"G(6)m"	"E. limitaris, E. tephroides, E. tropica, E. sp. UU in Brooker & Kleinig 1994"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus xerothermica (Pilbara box)"	""	"WA"	"O"	"C"	"G(3)m"	"E. sp. VV in Brooker & Kleinig 1994, E. sp. Mosquito Creek (Mitchell PRP1439)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus argillacea (Mount House box)"	""	"WA"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus pruinosa (silver box)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus pruinosa (silver box)"	"subsp. pruinosa"	"WA,NT,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus pruinosa (silver box)"	"subsp. tenuata"	"WA,NT"	"O"	"C"	"– (2)"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus obconica (Kimberley box)"	""	"WA,NT?"	"O"	"C"	"G(2)"	"E. sp. B in Rye et al. 1992"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus microneura (Gilbert River box)"	""	"Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus distans (Katherine box)"	""	"NT,Qld"	"O"	"C"	"G(2)m"	"E. epruinata"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus tectifica (Darwin box)"	""	"NT,WA,Qld"	"O"	"C"	"–"	"E. costuligera"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus acroleuca (Lakefield coolibah)"	""	"Qld"	"O"	"C"	"–"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus microtheca (tropical coolibah)"	""	"NT,Qld,WA"	"O"	"C"	"G(1)"	"E. cyanoclada, E. helenae, E. barklyensis"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus coolabah (coolibah)"	""	"Qld,NSW,SA,NT,WA"	"O"	"C"	"G(3)m"	"E. gymnoteles, E. coolabah subsp. arida, E. coolabah subsp. excerata"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Striolatae (tropical boxes)"	""	"Eucalyptus victrix (smooth-barked coolibah)"	""	"WA,NT,Qld?"	"O"	"C"	"G(4)m"	"E. coolabah var. rhodoclada, E. sp. Marandoo (Trudgen 10362)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Buxeales"	"sub Amissae"	"Eucalyptus dawsonii (slaty box)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Buxeales"	"sub Amissae"	"Eucalyptus rummeryi (steel box)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Buxeales"	"sub Amissae"	"Eucalyptus cambageana (Dawson gum)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria (boxes & ironbarks)"	"Buxeales"	"sub Amissae"	"Eucalyptus largeana (Craven grey box)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus largiflorens (black box, river box)"	""	"Vic,NSW,SA,Qld"	"O"	"C"	"G(4)m"	"E. sp. Cockburn (Brooker & Slee 12741)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus persistens (Greenvale box)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus provecta"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus tardecidens"	""	"Qld"	"O"	"C"	"G(1)m"	"E. persistens subsp. tardecidens"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus normantonensis (Normanton box)"	""	"NT,Qld,WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus sparsa (northern ranges box)"	""	"SA,WA,NT"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus populnea"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus populnea"	"subsp. populnea (poplar box)"	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus populnea"	"subsp. bimbil (bimbil box)"	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus brownii (Reid River box)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus behriana (bull mallee)"	""	"Vic,SA,NSW"	"O"	"C"	"G(5)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus intertexta (gum-barked coolibah)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus intertexta (gum-barked coolibah)"	"subsp. intertexta"	"NSW,SA,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus intertexta (gum-barked coolibah)"	"subsp. Central Australia (Nicolle 6661)"	"NT,SA,WA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Buxeales"	"sub Subplatyphyllae"	"Eucalyptus orgadophila (mountain coolibah)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Lucasianae (western boxes)"	""	"Eucalyptus lansdowneana (crimson mallee)"	""	"SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Lucasianae (western boxes)"	""	"Eucalyptus rowleyi (Rudall River mallee box)"	""	"WA"	"O"	"C"	"G(3)m"	"E. sp. Rudall River (Nicolle & French 4279)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Lucasianae (western boxes)"	""	"Eucalyptus aridomontana (Pilbara mallee box)"	""	"WA"	"O"	"C"	"G(3)m"	"E. sp. Mt King (van Leeuwen 3605), E. sp. Mt Nameless (Nicolle 1191)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Lucasianae (western boxes)"	""	"Eucalyptus lucasii (Barlee box)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Lucasianae (western boxes)"	""	"Eucalyptus petraea (granite rock box)"	""	"WA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Lucasianae (western boxes)"	""	"Eucalyptus cuprea (Moresby Range box)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Lucasianae (western boxes)"	""	"Eucalyptus absita (Badgingarra box)"	""	"WA"	"O"	"C"	"G(1)m"	"Possibly = E. loxophleba subsp. loxophleba x E. petraea phantom hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus albens (white box)"	""	"NSW,Vic,Qld,SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus sp. Mt Garnet (Carr 1627B et al.)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus moluccana (grey box)"	""	"Qld,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus sp. Adelaide (Nicolle 1364)"	""	"SA"	"O"	"C"	"G(1)m"	"E. odorata var. refracta, E. microcarpa (Adelaide variant)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus microcarpa (grey box)"	""	"NSW,Vic,Qld,SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus woollsiana (narrow-leaved grey box)"	""	"Qld,NSW"	"O"	"C"	"G(1)m"	"E. pilligaensis"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus albopurpurea (purple-flowered mallee)"	""	"SA"	"O"	"C"	"G(3)m"	"E. lansdowneana subsp. albopurpurea"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus polybractea (blue mallee)"	""	"Vic,SA,NSW"	"O"	"C"	"G(2)m"	"E. filiformis, E. sp. Y in Brooker & Kleinig 1990, E. ‘illucens’ ms, E. sp. Flinders Ranges (Nicolle 562)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus odorata (peppermint box)"	""	"SA,Vic"	"O"	"C"	"G(5)m"	"E. silvestris, E. odorata var. angustifolia"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus cajuputea (narrow-leaved peppermint box)"	""	"SA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"?Eucalyptus wimmerensis (Wimmera mallee box)"	""	"Vic,SA"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. cajuputea), E. viridis subsp. wimmerensis"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"?Eucalyptus aenea (narrow-leaved mallee box)"	""	"NSW"	"O"	"C"	"G(2)m"	"Dubious species (possibly = E. wimmerensis)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus viridis (green mallee)"	""	"NSW,Vic,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus froggattii (Kamarooka mallee)"	""	"Vic"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus thozetiana (Thozet’s box, mountain yapunyah)"	""	"Qld,NT"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"Eucalyptus ochrophloia (yapunyah)"	""	"Qld,NSW"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"[Eucalyptus × castrensis (Pokolbin mallee box)]"	""	"NSW"	"O"	"C"	"G(1)m"	"= E. aenea × E. microcarpa hybrid (type material only1)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"[Eucalyptus × ‘desquamata’ ms (Devil’s Peak box)]"	""	"SA"	"O"	"C"	"G(1)m"	"= E. cajuputea × E. percostata hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"[Eucalyptus × hawkeri]"	""	"Vic"	"O"	"C"	"G(1)"	"= E. microcarpa – E. wimmerensis intergrade"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"[Eucalyptus × viridis var. latiuscula]"	""	"Qld"	"O"	"C"	"G(1)m"	"= E. viridis × E. woollsiana hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"[Eucalyptus × walshii]"	""	"Vic"	"O"	"C"	"G(1)"	"= E. wimmerensis × E. microcarpa hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Subbuxeales (southern boxes)"	""	"[Eucalyptus × yarriambiack]"	""	"Vic"	"O"	"C"	"G(1)"	"= E. largiflorens × E. odorata hybrid (type material only2)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Submelliodorae"	""	"Eucalyptus argophloia (western white gum)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus beaniana (Bean’s ironbark)"	""	"Qld"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus decorticans (gum-topped ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus granitica (granite ironbark)"	""	"Qld"	"O"	"C"	"G(1)m"	"E. sp. Forty Mile Scrub (Blaxell 89/118 et al.), E. sp. Kuranda (Webb 13456 et al.)"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus siderophloia (coast ironbark)"	""	"Qld,NSW"	"O"	"C"	"G(1)m"	"E. decepta"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus fibrosa (broad-leaved ironbark)"	""	"Qld,NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus nubilis (blue-leaved ironbark)"	""	"Qld,NSW"	"O"	"C"	"G(1)m"	"E. fibrosa subsp. nubila"
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus rhombica"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Adnataria"	"Siderophloiae"	""	"Eucalyptus ophitica (serpentine ironbark)"	""	"NSW"	"O"	"C"	"G(1)m"	
